strain	Unnamed: 0	virus	gisaid_epi_isl	genbank_accession	date	region	country	division	location	region_exposure	country_exposure	division_exposure	segment	length	host	age	sex	Nextstrain_clade	pangolin_lineage	GISAID_clade	originating_lab	submitting_lab	authors	url	title	paper_url	date_submitted	purpose_of_sequencing	name	hct
hCoV-19/USA/WA-S10572/2021	9899	betacoronavirus	EPI_ISL_3832730	?	2021-08-03	North America	USA	Washington	King County	North America	USA	Washington	genome	29786	Human	unknown	unknown	?	AY.117	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-08-31	?	hCoV-19/USA/WA-S10572/2021	yes
hCoV-19/USA/WA-S15581/2021	30435	betacoronavirus	EPI_ISL_8035092	?	2021-10-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29797	Human	unknown	unknown	?	AY.25.1	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15581/2021	yes
hCoV-19/USA/WA-PHL-014814/2022	65042	betacoronavirus	EPI_ISL_10397834	?	2022-02-10	North America	USA	Washington	King County	North America	USA	Washington	genome	29453	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-02-26	?	hCoV-19/USA/WA-PHL-014814/2022	no
hCoV-19/USA/WA-S5725/2021	87542	betacoronavirus	EPI_ISL_1503452	?	2021-01-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29801	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-08	?	hCoV-19/USA/WA-S5725/2021	no
hCoV-19/USA/WA-S15768/2021	47894	betacoronavirus	EPI_ISL_8035271	?	2021-12-16	North America	USA	Washington	King County	North America	USA	Washington	genome	29477	Human	unknown	unknown	?	BA.1	GRA	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-12-24	?	hCoV-19/USA/WA-S15768/2021	yes
hCoV-19/USA/WA-S19860/2022	79254	betacoronavirus	EPI_ISL_12710717	?	2022-04-28	North America	USA	Washington	King County	North America	USA	Washington	genome	29171	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-05-16	?	hCoV-19/USA/WA-S19860/2022	yes
hCoV-19/USA/WA-S3252/2020	45839	betacoronavirus	EPI_ISL_849489	?	2020-10-11	North America	USA	Washington	King County	North America	USA	Washington	genome	29903	Human	unknown	unknown	?	B.1.243	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3252/2020	yes
hCoV-19/USA/WA-S9056/2021	91412	betacoronavirus	EPI_ISL_2736353	?	2021-03-31	North America	USA	Washington	King County	North America	USA	Washington	genome	29707	Human	unknown	unknown	?	B.1.1.7	GRY	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-06-30	?	hCoV-19/USA/WA-S9056/2021	no
hCoV-19/USA/WA-S3317/2020	46247	betacoronavirus	EPI_ISL_849420	?	2020-11-24	North America	USA	Washington	King County	North America	USA	Washington	genome	29713	Human	unknown	unknown	?	B.1.2	GH	Washington State Department of Health	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Romesh Gautom, Geoff Melly, Brian Hiatt, Philip Dykema, Scott Lindquist, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-01-19	?	hCoV-19/USA/WA-S3317/2020	no
hCoV-19/USA/WA-PHL-020380/2022	82164	betacoronavirus	EPI_ISL_12912347	?	2022-05-11	North America	USA	Washington	King County	North America	USA	Washington	genome	29450	Human	unknown	unknown	?	BA.2	GRA	Northwest Laboratory	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-05-25	?	hCoV-19/USA/WA-PHL-020380/2022	no
hCoV-19/USA/WA-S2834/2020	45430	betacoronavirus	EPI_ISL_574676	?	2020-09-13	North America	USA	Washington	King County	North America	USA	Washington	genome	29859	Human	unknown	unknown	?	B.1.421	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2020-10-06	?	hCoV-19/USA/WA-S2834/2020	no
hCoV-19/USA/WA-S2848/2020	45403	betacoronavirus	EPI_ISL_574690	?	2020-09-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29857	Human	unknown	unknown	?	B.1.500	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2020-10-06	?	hCoV-19/USA/WA-S2848/2020	no
hCoV-19/USA/WA-S4178/2021	84267	betacoronavirus	EPI_ISL_962271	?	2021-01-22	North America	USA	Washington	King County	North America	USA	Washington	genome	29865	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-02-10	?	hCoV-19/USA/WA-S4178/2021	yes
hCoV-19/USA/WA-S4083/2021	84437	betacoronavirus	EPI_ISL_912129	?	2021-01-19	North America	USA	Washington	King County	North America	USA	Washington	genome	29691	Human	unknown	unknown	?	B.1	G	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Ryan Alexander, Daniel Bates, Rebecca Bruders, Stephanie DeBaun, Clem Green, Muhammad Halimun, Jessica Halow, Kneshay Harper, Matt Hartman, Andrew Meuser, Alex Nguyen, Truong Nguyen, Sofia Olsson, Sadie Patraw, Hannah Petersen, Tobias Ragoczy, Joshua Richards, Jacob Rodriguez, John Stamatoyannopoulos, Julia Wald, Olivia Waltner, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-02-02	?	hCoV-19/USA/WA-S4083/2021	no
hCoV-19/USA/WA-S19462/2022	72383	betacoronavirus	EPI_ISL_11961171	?	2022-03-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29751	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19462/2022	yes
hCoV-19/USA/WA-S5943/2021	90551	betacoronavirus	EPI_ISL_1587163	?	2021-03-25	North America	USA	Washington	King County	North America	USA	Washington	genome	29475	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-04-14	?	hCoV-19/USA/WA-S5943/2021	no
hCoV-19/USA/WA-PHL-008071/2021	40854	betacoronavirus	EPI_ISL_7985935	?	2021-12-02	North America	USA	Washington	King County	North America	USA	Washington	genome	29769	Human	unknown	unknown	?	AY.25	GK	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2021-12-23	?	hCoV-19/USA/WA-PHL-008071/2021	no
hCoV-19/USA/WA-S21345/2022	121931	betacoronavirus	EPI_ISL_14506496	?	2022-07-06	North America	USA	Washington	King County	North America	USA	Washington	genome	29749	Human	unknown	unknown	?	BA.5.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-08-17	?	hCoV-19/USA/WA-S21345/2022	yes
hCoV-19/USA/WA-PHL-014806/2022	68067	betacoronavirus	EPI_ISL_10397826	?	2022-02-16	North America	USA	Washington	King County	North America	USA	Washington	genome	29453	Human	unknown	unknown	?	BA.1.1	GRA	Washington State Department of Health Public Health Laboratories	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Lisa Jones, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-02-26	?	hCoV-19/USA/WA-PHL-014806/2022	no
hCoV-19/USA/WA-S10809/2021	10149	betacoronavirus	EPI_ISL_4071429	?	2021-07-26	North America	USA	Washington	King County	North America	USA	Washington	genome	29698	Human	unknown	unknown	?	AY.52	GK	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-09-10	?	hCoV-19/USA/WA-S10809/2021	no
hCoV-19/USA/WA-S19723/2022	76285	betacoronavirus	EPI_ISL_12374870	?	2022-04-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29750	Human	unknown	unknown	?	BA.2	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-28	?	hCoV-19/USA/WA-S19723/2022	yes
hCoV-19/USA/WA-S4098/2021	84339	betacoronavirus	EPI_ISL_912144	?	2021-01-18	North America	USA	Washington	King County	North America	USA	Washington	genome	29388	Human	unknown	unknown	?	B.1.429	GH	Altius Institute for Biomedical Sciences	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Ryan Alexander, Daniel Bates, Rebecca Bruders, Stephanie DeBaun, Clem Green, Muhammad Halimun, Jessica Halow, Kneshay Harper, Matt Hartman, Andrew Meuser, Alex Nguyen, Truong Nguyen, Sofia Olsson, Sadie Patraw, Hannah Petersen, Tobias Ragoczy, Joshua Richards, Jacob Rodriguez, John Stamatoyannopoulos, Julia Wald, Olivia Waltner, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-02-02	?	hCoV-19/USA/WA-S4098/2021	no
hCoV-19/USA/WA-S6109/2021	93328	betacoronavirus	EPI_ISL_1711543	?	2021-04-01	North America	USA	Washington	King County	North America	USA	Washington	genome	29862	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6109/2021	yes
hCoV-19/USA/WA-S2866/2020	45354	betacoronavirus	EPI_ISL_596397	?	2020-09-20	North America	USA	Washington	King County	North America	USA	Washington	genome	29867	Human	unknown	unknown	?	B.1.1.291	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2020-10-27	?	hCoV-19/USA/WA-S2866/2020	no
hCoV-19/USA/WA-S19057/2022	70365	betacoronavirus	EPI_ISL_11328002	?	2022-02-23	North America	USA	Washington		North America	USA	Washington	genome	29785	Human	unknown	unknown	?	BA.1.1	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-03-23	?	hCoV-19/USA/WA-S19057/2022	yes
hCoV-19/USA/WA-PHL-024136/2022	121172	betacoronavirus	EPI_ISL_14085521	?	2022-07-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29718	Human	unknown	unknown	?	BA.5.1	GRA	Incyte Diagnostics Spokane	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-07-27	?	hCoV-19/USA/WA-PHL-024136/2022	no
hCoV-19/USA/WA-PHL-025329/2022	122634	betacoronavirus	EPI_ISL_14313991	?	2022-07-14	North America	USA	Washington	King County	North America	USA	Washington	genome	29135	Human	unknown	unknown	?	BF.1	GRA	WA PHL	Washington State Department of Health Public Health Laboratories	Drew MacKellar, Philip Dykema, Denny Russell, Holly Halstead, Kathryn Sickles, Kristin Roche, Ardizon Valdez, Claire Howell, Alex Lathum, JohnAric Peterson, Avi Singh, Rebecca Cao	https://www.gisaid.org/	?	?	2022-08-08	?	hCoV-19/USA/WA-PHL-025329/2022	no
hCoV-19/USA/WA-S19480/2022	72363	betacoronavirus	EPI_ISL_11961189	?	2022-03-30	North America	USA	Washington	King County	North America	USA	Washington	genome	29741	Human	unknown	unknown	?	BA.2.3	GRA	Seattle Flu Study	Seattle Flu Study	Chris D. Frazar, Jover Lee, Erica Ryke, Luis Gamboa, Evan McDermot, Jeremy Stone, Tom Kolar, Peter D. Han, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Barry R. Lutz, Alpana Waghmare, Cecile Viboud, Lea M. Starita, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2022-04-11	?	hCoV-19/USA/WA-S19480/2022	yes
hCoV-19/USA/WA-S3528/2020	46044	betacoronavirus	EPI_ISL_890954	?	2020-12-05	North America	USA	Washington	King County	North America	USA	Washington	genome	29760	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2021-01-29	?	hCoV-19/USA/WA-S3528/2020	no
hCoV-19/USA/WA-S2887/2020	45367	betacoronavirus	EPI_ISL_596418	?	2020-09-29	North America	USA	Washington	King County	North America	USA	Washington	genome	29849	Human	unknown	unknown	?	B.1.2	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2020-10-27	?	hCoV-19/USA/WA-S2887/2020	yes
hCoV-19/USA/WA-S5232/2020	47501	betacoronavirus	EPI_ISL_1222446	?	2020-10-26	North America	USA	Washington	King County	North America	USA	Washington	genome	29865	Human	unknown	unknown	?	B.1.243	G	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-03-11	?	hCoV-19/USA/WA-S5232/2020	yes
hCoV-19/USA/WA-S6101/2021	90493	betacoronavirus	EPI_ISL_1711569	?	2021-03-31	North America	USA	Washington	King County	North America	USA	Washington	genome	29805	Human	unknown	unknown	?	B.1.429	GH	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Jay Shendure, Trevor Bedford, Helen Y. Chu	https://www.gisaid.org/	?	?	2021-04-24	?	hCoV-19/USA/WA-S6101/2021	yes
hCoV-19/USA/WA-S2835/2020	45421	betacoronavirus	EPI_ISL_574677	?	2020-09-13	North America	USA	Washington	King County	North America	USA	Washington	genome	29858	Human	unknown	unknown	?	B.1.1.291	GR	Seattle Flu Study	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Karen Cowgill, Stephanie Schrag, Jeff Duchin, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Trevor Bedford, Jay Shendure	https://www.gisaid.org/	?	?	2020-10-06	?	hCoV-19/USA/WA-S2835/2020	no
hCoV-19/USA/WA-S5430/2021	86853	betacoronavirus	EPI_ISL_1229175	?	2021-02-24	North America	USA	Washington	King County	North America	USA	Washington	genome	29610	Human	unknown	unknown	?	B.1.1.7	GRY	Altius Institute	Seattle Flu Study	Deborah A. Nickerson, Chris D. Frazar, Jover Lee, Benjamin Pelle, Erica Ryke, Matthew Richardson, Amanda Adler, Elisabeth Brandstetter, Peter D. Han, Kairsten Fay, Misja Ilcisin, Kirsten Lacombe, Thomas R. Sibley, Melissa Truong, Caitlin R. Wolf, Ryan Alexander, Daniel Bates, Rebecca Bruders, Stephanie DeBaun, Clem Green, Muhammad Halimun, Jessica Halow, Kneshay Harper, Matt Hartman, Andrew Meuser, Alex Nguyen, Truong Nguyen, Sofia Olsson, Sadie Patraw, Hannah Petersen, Tobias Ragoczy, Joshua Richards, Jacob Rodriguez, John Stamatoyannopoulos, Julia Wald, Olivia Waltner, Michael Boeckh, Janet A. Englund, Michael Famulare, Barry R. Lutz, Mark J. Rieder, Lea M. Starita, Matthew Thompson, Helen Y. Chu, Jay Shendure, Trevor Bedford	https://www.gisaid.org/	?	?	2021-03-12	?	hCoV-19/USA/WA-S5430/2021	no
